Date,AAPL.Open,AAPL.High,Max,Min
1/21/2016,AEX,Alexandria International,29,4
1/23/2016,AEX,Alexandria International,42,19
1/25/2016,AEX,Alexandria International,28,15
1/27/2016,AEX,Alexandria International,45,14
1/29/2016,AEX,Alexandria International,26,11
2/1/2016,AEX,Alexandria International,40,15
2/3/2016,AEX,Alexandria International,39,3
2/5/2016,AEX,Alexandria International,41,12
2/7/2016,AEX,Alexandria International,33,10
2/9/2016,AEX,Alexandria International,42,18
2/11/2016,AEX,Alexandria International,34,15
2/13/2016,AEX,Alexandria International,39,11
2/15/2016,AEX,Alexandria International,34,12
2/17/2016,AEX,Alexandria International,38,10
2/19/2016,AEX,Alexandria International,40,4
2/21/2016,AEX,Alexandria International,41,14
2/23/2016,AEX,Alexandria International,31,11
2/25/2016,AEX,Alexandria International,34,20
2/27/2016,AEX,Alexandria International,35,6
2/29/2016,AEX,Alexandria International,42,16
1/1/2016,OTH,North Bend Muni,34,12
1/3/2016,OTH,North Bend Muni,31,17
1/5/2016,OTH,North Bend Muni,43,8
1/7/2016,OTH,North Bend Muni,40,19
1/9/2016,OTH,North Bend Muni,44,1
1/11/2016,OTH,North Bend Muni,22,14
1/13/2016,OTH,North Bend Muni,25,10
1/15/2016,OTH,North Bend Muni,38,20
1/17/2016,OTH,North Bend Muni,32,15
1/19/2016,OTH,North Bend Muni,31,16
1/21/2016,OTH,North Bend Muni,45,11
1/23/2016,OTH,North Bend Muni,42,11
1/25/2016,OTH,North Bend Muni,38,5
1/27/2016,OTH,North Bend Muni,29,17
1/29/2016,OTH,North Bend Muni,44,2
2/1/2016,OTH,North Bend Muni,45,13
2/3/2016,OTH,North Bend Muni,45,12
2/5/2016,OTH,North Bend Muni,34,10
2/7/2016,OTH,North Bend Muni,42,6
2/9/2016,OTH,North Bend Muni,49,13
2/11/2016,OTH,North Bend Muni,29,4
2/13/2016,OTH,North Bend Muni,27,10
2/15/2016,OTH,North Bend Muni,28,17
2/17/2016,OTH,North Bend Muni,31,11
2/19/2016,OTH,North Bend Muni,32,11
2/21/2016,OTH,North Bend Muni,46,12
2/23/2016,OTH,North Bend Muni,32,19
2/25/2016,OTH,North Bend Muni,45,10
2/27/2016,OTH,North Bend Muni,34,2
2/29/2016,OTH,North Bend Muni,24,15
1/1/2016,SAF,Santa Fe Municipal,29,11
1/3/2016,SAF,Santa Fe Municipal,30,11
1/5/2016,SAF,Santa Fe Municipal,44,5
1/7/2016,SAF,Santa Fe Municipal,36,14
1/9/2016,SAF,Santa Fe Municipal,35,14
1/11/2016,SAF,Santa Fe Municipal,29,12
1/13/2016,SAF,Santa Fe Municipal,28,19
1/15/2016,SAF,Santa Fe Municipal,24,10
1/17/2016,SAF,Santa Fe Municipal,33,16
1/19/2016,SAF,Santa Fe Municipal,29,19
1/21/2016,SAF,Santa Fe Municipal,33,9
1/23/2016,SAF,Santa Fe Municipal,46,15
1/25/2016,SAF,Santa Fe Municipal,34,8
1/27/2016,SAF,Santa Fe Municipal,48,19
1/29/2016,SAF,Santa Fe Municipal,39,9
2/1/2016,SAF,Santa Fe Municipal,44,16
2/3/2016,SAF,Santa Fe Municipal,30,11
2/5/2016,SAF,Santa Fe Municipal,44,11
2/7/2016,SAF,Santa Fe Municipal,29,17
2/9/2016,SAF,Santa Fe Municipal,45,20
2/11/2016,SAF,Santa Fe Municipal,34,5
2/13/2016,SAF,Santa Fe Municipal,38,18
2/15/2016,SAF,Santa Fe Municipal,35,1
2/17/2016,SAF,Santa Fe Municipal,45,12
2/19/2016,SAF,Santa Fe Municipal,43,9
2/21/2016,SAF,Santa Fe Municipal,49,11
2/23/2016,SAF,Santa Fe Municipal,33,12
2/25/2016,SAF,Santa Fe Municipal,48,11
2/27/2016,SAF,Santa Fe Municipal,33,11
2/29/2016,SAF,Santa Fe Municipal,49,14
1/1/2016,LMT,Klamath Falls International,30,13
1/3/2016,LMT,Klamath Falls International,28,10
1/5/2016,LMT,Klamath Falls International,26,16
1/7/2016,LMT,Klamath Falls International,47,17
1/9/2016,LMT,Klamath Falls International,29,12
1/11/2016,LMT,Klamath Falls International,38,15
1/13/2016,LMT,Klamath Falls International,41,7
1/15/2016,LMT,Klamath Falls International,21,15
1/17/2016,LMT,Klamath Falls International,25,12
1/19/2016,LMT,Klamath Falls International,42,13
1/21/2016,LMT,Klamath Falls International,37,17
1/23/2016,LMT,Klamath Falls International,36,11
1/25/2016,LMT,Klamath Falls International,29,3
1/27/2016,LMT,Klamath Falls International,31,18
1/29/2016,LMT,Klamath Falls International,32,4
2/1/2016,LMT,Klamath Falls International,45,15
2/3/2016,LMT,Klamath Falls International,31,15
2/5/2016,LMT,Klamath Falls International,39,12
2/7/2016,LMT,Klamath Falls International,28,5
2/9/2016,LMT,Klamath Falls International,27,11
2/11/2016,LMT,Klamath Falls International,40,13
2/13/2016,LMT,Klamath Falls International,26,13
2/15/2016,LMT,Klamath Falls International,32,15
2/17/2016,LMT,Klamath Falls International,48,15
2/19/2016,LMT,Klamath Falls International,41,2
2/21/2016,LMT,Klamath Falls International,35,12
2/23/2016,LMT,Klamath Falls International,28,4
2/25/2016,LMT,Klamath Falls International,42,13
2/27/2016,LMT,Klamath Falls International,42,19
2/29/2016,LMT,Klamath Falls International,49,11
1/1/2016,SWF,Stewart,38,4
1/3/2016,SWF,Stewart,26,20
1/5/2016,SWF,Stewart,43,10
1/7/2016,SWF,Stewart,30,10
1/9/2016,SWF,Stewart,38,14
1/11/2016,SWF,Stewart,33,19
1/13/2016,SWF,Stewart,44,5
1/15/2016,SWF,Stewart,39,11
1/17/2016,SWF,Stewart,32,10
1/19/2016,SWF,Stewart,41,19
1/21/2016,SWF,Stewart,27,10
1/23/2016,SWF,Stewart,32,11
1/25/2016,SWF,Stewart,30,14
1/27/2016,SWF,Stewart,36,15
1/29/2016,SWF,Stewart,36,6
2/1/2016,SWF,Stewart,44,12
2/3/2016,SWF,Stewart,34,10
2/5/2016,SWF,Stewart,43,16
2/7/2016,SWF,Stewart,39,8
2/9/2016,SWF,Stewart,41,15
2/11/2016,SWF,Stewart,44,14
2/13/2016,SWF,Stewart,37,20
2/15/2016,SWF,Stewart,44,2
2/17/2016,SWF,Stewart,27,16
2/19/2016,SWF,Stewart,39,6
2/21/2016,SWF,Stewart,43,19
2/23/2016,SWF,Stewart,36,14
2/25/2016,SWF,Stewart,49,13
2/27/2016,SWF,Stewart,29,10
2/29/2016,SWF,Stewart,37,19
1/1/2016,CHO,Charlottesville-Albermarle,35,16
1/3/2016,CHO,Charlottesville-Albermarle,40,20
1/5/2016,CHO,Charlottesville-Albermarle,30,1
1/7/2016,CHO,Charlottesville-Albermarle,43,18
1/9/2016,CHO,Charlottesville-Albermarle,31,19
1/11/2016,CHO,Charlottesville-Albermarle,43,14
1/13/2016,CHO,Charlottesville-Albermarle,40,4
1/15/2016,CHO,Charlottesville-Albermarle,46,17
1/17/2016,CHO,Charlottesville-Albermarle,38,14
1/19/2016,CHO,Charlottesville-Albermarle,30,12
1/21/2016,CHO,Charlottesville-Albermarle,36,2
1/23/2016,CHO,Charlottesville-Albermarle,33,13
1/25/2016,CHO,Charlottesville-Albermarle,32,14
1/27/2016,CHO,Charlottesville-Albermarle,29,16
1/29/2016,CHO,Charlottesville-Albermarle,30,3
2/1/2016,CHO,Charlottesville-Albermarle,37,11
2/3/2016,CHO,Charlottesville-Albermarle,35,10
2/5/2016,CHO,Charlottesville-Albermarle,33,16
2/7/2016,CHO,Charlottesville-Albermarle,37,2
2/9/2016,CHO,Charlottesville-Albermarle,46,12
2/11/2016,CHO,Charlottesville-Albermarle,30,11
2/13/2016,CHO,Charlottesville-Albermarle,50,12
2/15/2016,CHO,Charlottesville-Albermarle,31,10
2/17/2016,CHO,Charlottesville-Albermarle,37,20
2/19/2016,CHO,Charlottesville-Albermarle,34,1
2/21/2016,CHO,Charlottesville-Albermarle,45,20
2/23/2016,CHO,Charlottesville-Albermarle,41,4
2/25/2016,CHO,Charlottesville-Albermarle,39,20
2/27/2016,CHO,Charlottesville-Albermarle,42,8
2/29/2016,CHO,Charlottesville-Albermarle,42,11
1/1/2016,VLD,Valdosta Regional,42,15
1/3/2016,VLD,Valdosta Regional,38,10
1/5/2016,VLD,Valdosta Regional,40,10
1/7/2016,VLD,Valdosta Regional,38,11
1/9/2016,VLD,Valdosta Regional,29,10
1/11/2016,VLD,Valdosta Regional,41,12
1/13/2016,VLD,Valdosta Regional,41,2
1/15/2016,VLD,Valdosta Regional,35,10
1/17/2016,VLD,Valdosta Regional,37,12
1/19/2016,VLD,Valdosta Regional,46,12
1/21/2016,VLD,Valdosta Regional,33,5
1/23/2016,VLD,Valdosta Regional,40,14
1/25/2016,VLD,Valdosta Regional,40,7
1/27/2016,VLD,Valdosta Regional,36,13
1/29/2016,VLD,Valdosta Regional,33,3
2/1/2016,VLD,Valdosta Regional,50,13
2/3/2016,VLD,Valdosta Regional,32,10
2/5/2016,VLD,Valdosta Regional,45,12
2/7/2016,VLD,Valdosta Regional,44,8
2/9/2016,VLD,Valdosta Regional,37,19
2/11/2016,VLD,Valdosta Regional,39,5
2/13/2016,VLD,Valdosta Regional,40,20
2/15/2016,VLD,Valdosta Regional,36,1
2/17/2016,VLD,Valdosta Regional,41,10
2/19/2016,VLD,Valdosta Regional,28,11
2/21/2016,VLD,Valdosta Regional,40,14
2/23/2016,VLD,Valdosta Regional,34,13
2/25/2016,VLD,Valdosta Regional,43,19
2/27/2016,VLD,Valdosta Regional,45,8
2/29/2016,VLD,Valdosta Regional,40,11
1/1/2016,CWA,Central Wisconsin,32,10
1/3/2016,CWA,Central Wisconsin,35,12
1/5/2016,CWA,Central Wisconsin,36,13
1/7/2016,CWA,Central Wisconsin,43,11
1/9/2016,CWA,Central Wisconsin,34,17
1/11/2016,CWA,Central Wisconsin,49,10
1/13/2016,CWA,Central Wisconsin,40,4
1/15/2016,CWA,Central Wisconsin,36,14
1/17/2016,CWA,Central Wisconsin,25,3
1/19/2016,CWA,Central Wisconsin,48,18
1/21/2016,CWA,Central Wisconsin,25,14
1/23/2016,CWA,Central Wisconsin,26,11
1/25/2016,CWA,Central Wisconsin,25,7
1/27/2016,CWA,Central Wisconsin,40,13
1/29/2016,CWA,Central Wisconsin,34,5
2/1/2016,CWA,Central Wisconsin,35,10
2/3/2016,CWA,Central Wisconsin,44,8
2/5/2016,CWA,Central Wisconsin,41,18
2/7/2016,CWA,Central Wisconsin,34,5
2/9/2016,CWA,Central Wisconsin,28,11
2/11/2016,CWA,Central Wisconsin,45,8
2/13/2016,CWA,Central Wisconsin,39,16
2/15/2016,CWA,Central Wisconsin,40,3
2/17/2016,CWA,Central Wisconsin,45,11
2/19/2016,CWA,Central Wisconsin,31,9
2/21/2016,CWA,Central Wisconsin,50,11
2/23/2016,CWA,Central Wisconsin,40,11
2/25/2016,CWA,Central Wisconsin,30,12
2/27/2016,CWA,Central Wisconsin,27,12
2/29/2016,CWA,Central Wisconsin,25,16
1/1/2016,IYK,Inyokern,32,15
1/3/2016,IYK,Inyokern,43,20
1/5/2016,IYK,Inyokern,30,12
1/7/2016,IYK,Inyokern,50,12
1/9/2016,IYK,Inyokern,28,1
1/11/2016,IYK,Inyokern,33,17
1/13/2016,IYK,Inyokern,25,18
1/15/2016,IYK,Inyokern,46,11
1/17/2016,IYK,Inyokern,41,7
1/19/2016,IYK,Inyokern,38,19
1/21/2016,IYK,Inyokern,38,8
1/23/2016,IYK,Inyokern,41,10
1/25/2016,IYK,Inyokern,27,7
1/27/2016,IYK,Inyokern,43,16
1/29/2016,IYK,Inyokern,33,14
2/1/2016,IYK,Inyokern,44,14
2/3/2016,IYK,Inyokern,28,4
2/5/2016,IYK,Inyokern,33,11
2/7/2016,IYK,Inyokern,34,4
2/9/2016,IYK,Inyokern,30,10
2/11/2016,IYK,Inyokern,36,5
2/13/2016,IYK,Inyokern,49,13
2/15/2016,IYK,Inyokern,33,12
2/17/2016,IYK,Inyokern,41,11
2/19/2016,IYK,Inyokern,28,16
2/21/2016,IYK,Inyokern,48,11
2/23/2016,IYK,Inyokern,35,16
2/25/2016,IYK,Inyokern,41,12
2/27/2016,IYK,Inyokern,32,16
2/29/2016,IYK,Inyokern,48,10
1/1/2016,ACV,Arcata,28,11
1/3/2016,ACV,Arcata,42,17
1/5/2016,ACV,Arcata,43,17
1/7/2016,ACV,Arcata,44,16
1/9/2016,ACV,Arcata,28,8
1/11/2016,ACV,Arcata,37,18
1/13/2016,ACV,Arcata,35,13
1/15/2016,ACV,Arcata,28,17
1/17/2016,ACV,Arcata,40,2
1/19/2016,ACV,Arcata,45,14
1/21/2016,ACV,Arcata,40,3
1/23/2016,ACV,Arcata,44,11
1/25/2016,ACV,Arcata,29,14
1/27/2016,ACV,Arcata,27,17
1/29/2016,ACV,Arcata,45,9
2/1/2016,ACV,Arcata,46,14
2/3/2016,ACV,Arcata,42,2
2/5/2016,ACV,Arcata,42,17
2/7/2016,ACV,Arcata,26,4
2/9/2016,ACV,Arcata,42,11
2/11/2016,ACV,Arcata,34,4
2/13/2016,ACV,Arcata,30,11
2/15/2016,ACV,Arcata,34,16
2/17/2016,ACV,Arcata,30,10
2/19/2016,ACV,Arcata,27,9
2/21/2016,ACV,Arcata,49,18
2/23/2016,ACV,Arcata,43,1
2/25/2016,ACV,Arcata,32,16
2/27/2016,ACV,Arcata,33,11
2/29/2016,ACV,Arcata,24,15
1/1/2016,BQK,Glynco Jetport,37,9
1/3/2016,BQK,Glynco Jetport,44,15
1/5/2016,BQK,Glynco Jetport,34,9
1/7/2016,BQK,Glynco Jetport,45,10
1/9/2016,BQK,Glynco Jetport,34,1
1/11/2016,BQK,Glynco Jetport,50,14
1/13/2016,BQK,Glynco Jetport,43,14
1/15/2016,BQK,Glynco Jetport,22,15
1/17/2016,BQK,Glynco Jetport,32,11
1/19/2016,BQK,Glynco Jetport,44,13
1/21/2016,BQK,Glynco Jetport,29,16
1/23/2016,BQK,Glynco Jetport,42,13
1/25/2016,BQK,Glynco Jetport,27,10
1/27/2016,BQK,Glynco Jetport,31,11
1/29/2016,BQK,Glynco Jetport,27,2
2/1/2016,BQK,Glynco Jetport,35,18
2/3/2016,BQK,Glynco Jetport,32,10
2/5/2016,BQK,Glynco Jetport,33,11
2/7/2016,BQK,Glynco Jetport,28,5
2/9/2016,BQK,Glynco Jetport,48,17
2/11/2016,BQK,Glynco Jetport,42,12
2/13/2016,BQK,Glynco Jetport,37,12
2/15/2016,BQK,Glynco Jetport,38,1
2/17/2016,BQK,Glynco Jetport,31,11
2/19/2016,BQK,Glynco Jetport,32,10
2/21/2016,BQK,Glynco Jetport,39,10
2/23/2016,BQK,Glynco Jetport,40,17
2/25/2016,BQK,Glynco Jetport,31,17
2/27/2016,BQK,Glynco Jetport,33,14
2/29/2016,BQK,Glynco Jetport,39,12
1/1/2016,LNK,Lincoln Municipal,31,4
1/3/2016,LNK,Lincoln Municipal,30,11
1/5/2016,LNK,Lincoln Municipal,36,20
1/7/2016,LNK,Lincoln Municipal,29,10
1/9/2016,LNK,Lincoln Municipal,27,10
1/11/2016,LNK,Lincoln Municipal,37,14
1/13/2016,LNK,Lincoln Municipal,32,10
1/15/2016,LNK,Lincoln Municipal,50,12
1/17/2016,LNK,Lincoln Municipal,45,11
1/19/2016,LNK,Lincoln Municipal,31,16
1/21/2016,LNK,Lincoln Municipal,32,14
1/23/2016,LNK,Lincoln Municipal,36,10
1/25/2016,LNK,Lincoln Municipal,32,11
1/27/2016,LNK,Lincoln Municipal,37,17
1/29/2016,LNK,Lincoln Municipal,34,14
2/1/2016,LNK,Lincoln Municipal,35,11
2/3/2016,LNK,Lincoln Municipal,30,19
2/5/2016,LNK,Lincoln Municipal,41,19
2/7/2016,LNK,Lincoln Municipal,45,13
2/9/2016,LNK,Lincoln Municipal,39,14
2/11/2016,LNK,Lincoln Municipal,45,10
2/13/2016,LNK,Lincoln Municipal,29,14
2/15/2016,LNK,Lincoln Municipal,40,1
2/17/2016,LNK,Lincoln Municipal,28,14
2/19/2016,LNK,Lincoln Municipal,29,1
2/21/2016,LNK,Lincoln Municipal,40,14
2/23/2016,LNK,Lincoln Municipal,31,15
2/25/2016,LNK,Lincoln Municipal,32,10
2/27/2016,LNK,Lincoln Municipal,29,6
2/29/2016,LNK,Lincoln Municipal,26,12
1/1/2016,FWA,Fort Wayne International,29,14
1/3/2016,FWA,Fort Wayne International,37,17
1/5/2016,FWA,Fort Wayne International,31,7
1/7/2016,FWA,Fort Wayne International,43,17
1/9/2016,FWA,Fort Wayne International,33,4
1/11/2016,FWA,Fort Wayne International,43,11
1/13/2016,FWA,Fort Wayne International,44,16
1/15/2016,FWA,Fort Wayne International,43,19
1/17/2016,FWA,Fort Wayne International,26,13
1/19/2016,FWA,Fort Wayne International,31,20
1/21/2016,FWA,Fort Wayne International,40,18
1/23/2016,FWA,Fort Wayne International,35,15
1/25/2016,FWA,Fort Wayne International,30,2
1/27/2016,FWA,Fort Wayne International,44,12
1/29/2016,FWA,Fort Wayne International,36,14
2/1/2016,FWA,Fort Wayne International,28,16
2/3/2016,FWA,Fort Wayne International,36,16
2/5/2016,FWA,Fort Wayne International,44,12
2/7/2016,FWA,Fort Wayne International,31,19
2/9/2016,FWA,Fort Wayne International,38,20
2/11/2016,FWA,Fort Wayne International,45,13
2/13/2016,FWA,Fort Wayne International,45,12
2/15/2016,FWA,Fort Wayne International,33,18
2/17/2016,FWA,Fort Wayne International,50,16
2/19/2016,FWA,Fort Wayne International,43,7
2/21/2016,FWA,Fort Wayne International,50,19
2/23/2016,FWA,Fort Wayne International,35,5
2/25/2016,FWA,Fort Wayne International,33,17
2/27/2016,FWA,Fort Wayne International,29,12
2/29/2016,FWA,Fort Wayne International,28,12
1/1/2016,COD,Yellowstone Regional,35,12
1/3/2016,COD,Yellowstone Regional,33,17
1/5/2016,COD,Yellowstone Regional,41,6
1/7/2016,COD,Yellowstone Regional,43,14
1/9/2016,COD,Yellowstone Regional,29,2
1/11/2016,COD,Yellowstone Regional,30,14
1/13/2016,COD,Yellowstone Regional,39,15
1/15/2016,COD,Yellowstone Regional,38,16
1/17/2016,COD,Yellowstone Regional,33,3
1/19/2016,COD,Yellowstone Regional,50,14
1/21/2016,COD,Yellowstone Regional,43,8
1/23/2016,COD,Yellowstone Regional,43,15
1/25/2016,COD,Yellowstone Regional,41,3
1/27/2016,COD,Yellowstone Regional,24,20
1/29/2016,COD,Yellowstone Regional,42,4
2/1/2016,COD,Yellowstone Regional,39,15
2/3/2016,COD,Yellowstone Regional,44,13
2/5/2016,COD,Yellowstone Regional,35,14
2/7/2016,COD,Yellowstone Regional,29,2
2/9/2016,COD,Yellowstone Regional,42,18
2/11/2016,COD,Yellowstone Regional,42,13
2/13/2016,COD,Yellowstone Regional,33,12
2/15/2016,COD,Yellowstone Regional,31,3
2/17/2016,COD,Yellowstone Regional,42,12
2/19/2016,COD,Yellowstone Regional,27,11
2/21/2016,COD,Yellowstone Regional,46,12
2/23/2016,COD,Yellowstone Regional,32,10
2/25/2016,COD,Yellowstone Regional,42,13
2/27/2016,COD,Yellowstone Regional,27,9
2/29/2016,COD,Yellowstone Regional,48,13
1/1/2016,PAH,Barkley Regional,37,6
1/3/2016,PAH,Barkley Regional,38,10
1/5/2016,PAH,Barkley Regional,38,12
1/7/2016,PAH,Barkley Regional,41,10
1/9/2016,PAH,Barkley Regional,34,4
1/11/2016,PAH,Barkley Regional,44,11
1/13/2016,PAH,Barkley Regional,32,20
1/15/2016,PAH,Barkley Regional,32,20
1/17/2016,PAH,Barkley Regional,33,8
1/19/2016,PAH,Barkley Regional,38,10
1/21/2016,PAH,Barkley Regional,45,4
1/23/2016,PAH,Barkley Regional,45,13
1/25/2016,PAH,Barkley Regional,30,10
1/27/2016,PAH,Barkley Regional,44,13
1/29/2016,PAH,Barkley Regional,41,7
2/1/2016,PAH,Barkley Regional,30,19
2/3/2016,PAH,Barkley Regional,25,5
2/5/2016,PAH,Barkley Regional,40,10
2/7/2016,PAH,Barkley Regional,42,4
2/9/2016,PAH,Barkley Regional,43,11
2/11/2016,PAH,Barkley Regional,34,15
2/13/2016,PAH,Barkley Regional,36,20
2/15/2016,PAH,Barkley Regional,33,1
2/17/2016,PAH,Barkley Regional,47,14
2/19/2016,PAH,Barkley Regional,43,9
2/21/2016,PAH,Barkley Regional,40,12
2/23/2016,PAH,Barkley Regional,41,4
2/25/2016,PAH,Barkley Regional,40,10
2/27/2016,PAH,Barkley Regional,32,4
2/29/2016,PAH,Barkley Regional,39,19
1/1/2016,SBP,San Luis Obispo Co-McChesney ,30,16
1/3/2016,SBP,San Luis Obispo Co-McChesney ,45,15
1/5/2016,SBP,San Luis Obispo Co-McChesney ,40,8
1/7/2016,SBP,San Luis Obispo Co-McChesney ,43,10
1/9/2016,SBP,San Luis Obispo Co-McChesney ,35,6
1/11/2016,SBP,San Luis Obispo Co-McChesney ,40,11
1/13/2016,SBP,San Luis Obispo Co-McChesney ,28,7
1/15/2016,SBP,San Luis Obispo Co-McChesney ,41,17
1/17/2016,SBP,San Luis Obispo Co-McChesney ,27,12
1/19/2016,SBP,San Luis Obispo Co-McChesney ,44,16
1/21/2016,SBP,San Luis Obispo Co-McChesney ,41,16
1/23/2016,SBP,San Luis Obispo Co-McChesney ,34,14
1/25/2016,SBP,San Luis Obispo Co-McChesney ,32,16
1/27/2016,SBP,San Luis Obispo Co-McChesney ,36,10
1/29/2016,SBP,San Luis Obispo Co-McChesney ,41,10
2/1/2016,SBP,San Luis Obispo Co-McChesney ,36,11
2/3/2016,SBP,San Luis Obispo Co-McChesney ,34,12
2/5/2016,SBP,San Luis Obispo Co-McChesney ,42,15
2/7/2016,SBP,San Luis Obispo Co-McChesney ,31,3
2/9/2016,SBP,San Luis Obispo Co-McChesney ,45,16
2/11/2016,SBP,San Luis Obispo Co-McChesney ,39,14
2/13/2016,SBP,San Luis Obispo Co-McChesney ,26,18
2/15/2016,SBP,San Luis Obispo Co-McChesney ,38,2
2/17/2016,SBP,San Luis Obispo Co-McChesney ,36,14
2/19/2016,SBP,San Luis Obispo Co-McChesney ,39,15
2/21/2016,SBP,San Luis Obispo Co-McChesney ,41,15
2/23/2016,SBP,San Luis Obispo Co-McChesney ,31,12
2/25/2016,SBP,San Luis Obispo Co-McChesney ,38,13
2/27/2016,SBP,San Luis Obispo Co-McChesney ,26,10
2/29/2016,SBP,San Luis Obispo Co-McChesney ,40,13
1/1/2016,AVP,Wilkes-Barre/Scranton Intl,31,10
1/3/2016,AVP,Wilkes-Barre/Scranton Intl,35,11
1/5/2016,AVP,Wilkes-Barre/Scranton Intl,37,13
1/7/2016,AVP,Wilkes-Barre/Scranton Intl,32,18
1/9/2016,AVP,Wilkes-Barre/Scranton Intl,39,14
1/11/2016,AVP,Wilkes-Barre/Scranton Intl,41,19
1/13/2016,AVP,Wilkes-Barre/Scranton Intl,27,13
1/15/2016,AVP,Wilkes-Barre/Scranton Intl,35,16
1/17/2016,AVP,Wilkes-Barre/Scranton Intl,25,18
1/19/2016,AVP,Wilkes-Barre/Scranton Intl,49,13
1/21/2016,AVP,Wilkes-Barre/Scranton Intl,44,2
1/23/2016,AVP,Wilkes-Barre/Scranton Intl,42,19
1/25/2016,AVP,Wilkes-Barre/Scranton Intl,31,15
1/27/2016,AVP,Wilkes-Barre/Scranton Intl,39,12
1/29/2016,AVP,Wilkes-Barre/Scranton Intl,36,10
2/1/2016,AVP,Wilkes-Barre/Scranton Intl,26,17
2/3/2016,AVP,Wilkes-Barre/Scranton Intl,35,3
2/5/2016,AVP,Wilkes-Barre/Scranton Intl,36,12
2/7/2016,AVP,Wilkes-Barre/Scranton Intl,37,10
2/9/2016,AVP,Wilkes-Barre/Scranton Intl,40,10
2/11/2016,AVP,Wilkes-Barre/Scranton Intl,25,12
2/13/2016,AVP,Wilkes-Barre/Scranton Intl,43,13
2/15/2016,AVP,Wilkes-Barre/Scranton Intl,31,12
2/17/2016,AVP,Wilkes-Barre/Scranton Intl,24,10
2/19/2016,AVP,Wilkes-Barre/Scranton Intl,40,15
2/21/2016,AVP,Wilkes-Barre/Scranton Intl,29,14
2/23/2016,AVP,Wilkes-Barre/Scranton Intl,31,1
2/25/2016,AVP,Wilkes-Barre/Scranton Intl,42,10
2/27/2016,AVP,Wilkes-Barre/Scranton Intl,32,5
2/29/2016,AVP,Wilkes-Barre/Scranton Intl,50,11
1/1/2016,GTR,Golden Triangle Regional,35,14
1/3/2016,GTR,Golden Triangle Regional,30,10
1/5/2016,GTR,Golden Triangle Regional,34,11
1/7/2016,GTR,Golden Triangle Regional,25,20
1/9/2016,GTR,Golden Triangle Regional,31,18
1/11/2016,GTR,Golden Triangle Regional,39,14
1/13/2016,GTR,Golden Triangle Regional,39,10
1/15/2016,GTR,Golden Triangle Regional,44,12
1/17/2016,GTR,Golden Triangle Regional,32,12
1/19/2016,GTR,Golden Triangle Regional,47,12
1/21/2016,GTR,Golden Triangle Regional,39,11
1/23/2016,GTR,Golden Triangle Regional,46,20
1/25/2016,GTR,Golden Triangle Regional,33,15
1/27/2016,GTR,Golden Triangle Regional,43,17
1/29/2016,GTR,Golden Triangle Regional,35,15
2/1/2016,GTR,Golden Triangle Regional,38,11
2/3/2016,GTR,Golden Triangle Regional,31,13
2/5/2016,GTR,Golden Triangle Regional,46,17
2/7/2016,GTR,Golden Triangle Regional,31,8
2/9/2016,GTR,Golden Triangle Regional,32,16
2/11/2016,GTR,Golden Triangle Regional,41,15
2/13/2016,GTR,Golden Triangle Regional,38,19
2/15/2016,GTR,Golden Triangle Regional,26,13
2/17/2016,GTR,Golden Triangle Regional,29,20
2/19/2016,GTR,Golden Triangle Regional,35,12
2/21/2016,GTR,Golden Triangle Regional,48,18
2/23/2016,GTR,Golden Triangle Regional,33,2
2/25/2016,GTR,Golden Triangle Regional,48,10
2/27/2016,GTR,Golden Triangle Regional,43,7
2/29/2016,GTR,Golden Triangle Regional,41,20
1/1/2016,GCC,Gillette-Campbell County,28,11
1/3/2016,GCC,Gillette-Campbell County,41,12
1/5/2016,GCC,Gillette-Campbell County,34,11
1/7/2016,GCC,Gillette-Campbell County,27,12
1/9/2016,GCC,Gillette-Campbell County,33,10
1/11/2016,GCC,Gillette-Campbell County,41,11
1/13/2016,GCC,Gillette-Campbell County,36,16
1/15/2016,GCC,Gillette-Campbell County,49,20
1/17/2016,GCC,Gillette-Campbell County,32,9
1/19/2016,GCC,Gillette-Campbell County,40,20
1/21/2016,GCC,Gillette-Campbell County,31,12
1/23/2016,GCC,Gillette-Campbell County,42,15
1/25/2016,GCC,Gillette-Campbell County,44,5
1/27/2016,GCC,Gillette-Campbell County,45,12
1/29/2016,GCC,Gillette-Campbell County,41,3
2/1/2016,GCC,Gillette-Campbell County,39,14
2/3/2016,GCC,Gillette-Campbell County,43,14
2/5/2016,GCC,Gillette-Campbell County,40,13
2/7/2016,GCC,Gillette-Campbell County,36,8
2/9/2016,GCC,Gillette-Campbell County,30,18
2/11/2016,GCC,Gillette-Campbell County,37,11
2/13/2016,GCC,Gillette-Campbell County,40,15
2/15/2016,GCC,Gillette-Campbell County,35,14
2/17/2016,GCC,Gillette-Campbell County,35,17
2/19/2016,GCC,Gillette-Campbell County,33,9
2/21/2016,GCC,Gillette-Campbell County,44,20
2/23/2016,GCC,Gillette-Campbell County,42,6
2/25/2016,GCC,Gillette-Campbell County,38,11
2/27/2016,GCC,Gillette-Campbell County,35,13
2/29/2016,GCC,Gillette-Campbell County,44,14
1/1/2016,EWN,Craven County Regional,27,1
1/3/2016,EWN,Craven County Regional,49,18
1/5/2016,EWN,Craven County Regional,38,12
1/7/2016,EWN,Craven County Regional,42,20
1/9/2016,EWN,Craven County Regional,28,2
